City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Aklavik,CA,2022-06-28 02:05:47,68.2191,-135.0107,72.93,41,99,9.08
296,Yichun,CN,2022-06-28 02:05:47,47.7,128.9,77.88,55,100,10.0
297,Shakiso,ET,2022-06-28 02:05:48,5.75,38.9167,56.17,91,100,0.31
298,Kuah,MY,2022-06-28 02:05:48,6.3265,99.8432,82.31,76,61,2.64
299,Ende,ID,2022-06-28 02:05:49,-8.8432,121.6623,80.67,77,86,4.52
300,Brenham,US,2022-06-28 02:05:49,30.1669,-96.3977,77.18,1,97,14.34
301,Krutinka,RU,2022-06-28 02:05:49,56.0055,71.5113,50.9,83,100,9.78
302,Mitu,CO,2022-06-28 02:05:50,1.1983,-70.1733,71.49,94,94,1.43
303,Alugan,PH,2022-06-28 02:05:50,12.2188,125.4808,81.18,85,100,9.6
304,Bintulu,MY,2022-06-28 02:05:51,3.1667,113.0333,83.01,75,74,3.15
305,Aykhal,RU,2022-06-28 02:02:42,66.0,111.5,50.0,47,96,14.2
306,Lapi,PH,2022-06-28 02:05:51,17.716,121.8978,84.69,75,100,5.37
307,Southwick,US,2022-06-28 02:05:52,42.0548,-72.7704,68.61,73,0,8.05
308,Rawson,AR,2022-06-28 02:05:52,-43.3002,-65.1023,47.19,60,100,13.06
309,Maicao,CO,2022-06-28 02:05:52,11.3832,-72.2432,79.79,78,81,7.74
310,Paamiut,GL,2022-06-28 02:03:48,61.994,-49.6678,41.11,82,76,1.52
311,Nioaque,BR,2022-06-28 02:05:53,-21.1353,-55.83,64.74,64,8,4.32
312,Narsaq,GL,2022-06-28 02:05:54,60.9167,-46.05,48.42,73,100,2.35
313,Manavalakurichi,IN,2022-06-28 02:05:54,8.1333,77.3,80.28,78,100,16.11
314,Kailua,US,2022-06-28 02:01:55,21.4022,-157.7394,83.14,70,100,7.0
315,Mocuba,MZ,2022-06-28 02:05:55,-16.8392,36.9856,60.4,99,83,3.53
316,Juneau,US,2022-06-28 02:05:55,58.3019,-134.4197,78.8,100,20,10.36
317,Ozernovskiy,RU,2022-06-28 02:05:56,51.5,156.5167,50.65,88,85,5.99
318,Taoudenni,ML,2022-06-28 02:05:56,22.6783,-3.9836,97.74,9,0,12.62
319,Yala,TH,2022-06-28 02:05:56,6.3333,101.25,82.47,79,27,1.3
320,Iquique,CL,2022-06-28 02:02:29,-20.2208,-70.1431,61.3,73,81,4.79
321,Santa Isabel Do Rio Negro,BR,2022-06-28 02:05:57,-0.4139,-65.0192,71.85,99,100,2.33
322,Maniitsoq,GL,2022-06-28 02:05:57,65.4167,-52.9,41.58,91,100,13.47
323,Piripiri,BR,2022-06-28 02:05:58,-4.2733,-41.7769,77.95,71,100,2.82
324,Hervey Bay,AU,2022-06-28 02:05:58,-25.2986,152.8535,64.27,69,94,20.98
325,Mana,GF,2022-06-28 02:05:59,5.6592,-53.7767,76.53,90,100,3.56
326,Rivera,UY,2022-06-28 02:05:59,-30.9053,-55.5508,56.14,98,100,3.67
327,Nara,JP,2022-06-28 02:06:59,34.6851,135.8049,93.96,42,33,7.9
328,Port Hardy,CA,2022-06-28 02:07:00,50.6996,-127.4199,63.95,86,100,8.19
329,Sao Francisco,BR,2022-06-28 02:07:00,-15.9486,-44.8644,64.53,58,0,6.98
330,Lengshuitan,CN,2022-06-28 02:07:01,26.4111,111.5956,86.68,65,100,10.96
331,Teeli,RU,2022-06-28 02:07:01,51.0333,90.2333,74.59,46,100,2.13
332,Aksarka,RU,2022-06-28 02:07:02,66.5606,67.7975,43.12,79,100,27.56
333,Horta,PT,2022-06-28 02:07:02,38.5333,-28.6333,64.2,83,55,8.57
334,Abha,SA,2022-06-28 02:07:03,18.2164,42.5053,68.25,23,89,0.0
335,Kruisfontein,ZA,2022-06-28 02:07:03,-34.0033,24.7314,54.09,45,0,6.76
336,Palmer,US,2022-06-28 02:07:04,42.1584,-72.3287,68.61,77,75,6.91
337,Carutapera,BR,2022-06-28 02:07:04,-1.195,-46.02,76.64,89,97,6.33
338,Komsomolskiy,UZ,2022-06-28 02:07:05,40.4272,71.7189,84.92,32,0,6.91
339,Choa Saidan Shah,PK,2022-06-28 02:07:05,32.7201,72.9849,92.52,24,6,3.51
340,Nome,US,2022-06-28 02:07:06,64.5011,-165.4064,49.15,93,100,8.05
341,Argenta,IT,2022-06-28 02:07:06,44.6124,11.8356,75.02,84,0,2.77
342,Tambun,ID,2022-06-28 02:07:07,-6.2641,107.0712,82.29,66,100,3.33
343,La Orilla,MX,2022-06-28 02:07:07,17.9833,-102.2333,79.7,88,55,6.96
344,Paita,PE,2022-06-28 02:07:08,-5.0892,-81.1144,63.72,85,0,14.09
345,Porto Santo,PT,2022-06-28 02:07:09,33.072,-16.3415,64.78,68,20,12.66
346,Chapais,CA,2022-06-28 02:07:09,49.7834,-74.8492,50.5,53,7,10.0
347,Bonthe,SL,2022-06-28 02:07:09,7.5264,-12.505,77.58,86,76,5.48
348,Tual,ID,2022-06-28 02:07:10,-5.6667,132.75,80.78,79,41,9.64
349,Laela,TZ,2022-06-28 02:07:10,-8.5667,32.05,50.49,84,0,8.7
350,Asau,RO,2022-06-28 02:07:11,46.4333,26.4,65.95,100,99,4.59
351,Boyuibe,BO,2022-06-28 02:07:11,-20.4167,-63.2833,58.96,78,15,1.97
352,Sorong,ID,2022-06-28 02:07:12,-0.8833,131.25,83.08,71,69,3.51
353,Marrakesh,MA,2022-06-28 02:07:13,31.6315,-8.0083,64.47,63,0,6.91
354,Nouakchott,MR,2022-06-28 02:07:08,18.0858,-15.9785,80.53,59,6,15.88
355,Jieshi,CN,2022-06-28 02:02:32,22.8134,115.8257,84.18,76,100,0.89
356,Kyle,US,2022-06-28 02:07:14,29.9984,-97.8715,72.88,96,100,11.86
357,Aswan,EG,2022-06-28 02:07:15,24.0934,32.907,85.26,24,0,10.31
358,Cherskiy,RU,2022-06-28 02:07:15,68.75,161.3,47.39,67,100,9.93
359,Ambon,ID,2022-06-28 02:07:15,-3.6954,128.1814,82.54,83,40,4.61
360,Cayenne,GF,2022-06-28 02:07:16,4.9333,-52.3333,77.09,1,20,0.0
361,Saint-Pierre,RE,2022-06-28 02:07:16,-21.3393,55.4781,67.91,72,100,8.05
362,Pierre,US,2022-06-28 02:07:17,44.3683,-100.351,83.86,44,75,8.05
363,Khani,GE,2022-06-28 02:07:17,41.9563,42.9566,54.97,91,12,3.8
364,Darhan,MN,2022-06-28 02:07:18,49.4867,105.9228,79.79,39,1,7.81
365,Spring Hill,US,2022-06-28 02:07:00,28.4769,-82.5255,83.07,84,0,4.61
366,Habiganj,BD,2022-06-28 02:07:18,24.3833,91.4167,81.64,85,100,8.7
367,Behbahan,IR,2022-06-28 02:07:19,30.5959,50.2417,84.45,17,0,2.57
368,Rudbar,AF,2022-06-28 02:07:19,30.15,62.6,89.26,15,0,5.26
369,Meteti,PA,2022-06-28 02:07:20,8.4983,-77.9786,72.73,99,100,1.43
370,Sao Joao Da Barra,BR,2022-06-28 02:07:20,-21.6403,-41.0511,65.52,67,23,5.35
371,Vikhorevka,RU,2022-06-28 02:07:21,56.1201,101.1636,76.59,45,57,6.29
372,Gainesville,US,2022-06-28 02:07:11,29.6516,-82.3248,81.09,81,0,0.0
373,Cockburn Town,TC,2022-06-28 02:07:21,21.4612,-71.1419,82.71,73,100,21.16
374,Tarrafal,CV,2022-06-28 02:08:22,15.2833,-23.7667,74.19,85,58,13.44
375,Vestmannaeyjar,IS,2022-06-28 02:08:22,63.4427,-20.2734,49.87,90,100,8.93
376,Yar-Sale,RU,2022-06-28 02:08:23,66.8333,70.8333,50.58,56,100,26.73
377,Dzhebariki-Khaya,RU,2022-06-28 02:08:23,62.2167,135.8,75.31,59,98,11.34
378,Clarence Town,AU,2022-06-28 02:08:23,-32.5833,151.7833,56.86,78,100,4.34
379,Aguimes,ES,2022-06-28 02:08:24,27.9054,-15.4461,66.83,73,75,24.16
380,Tautira,PF,2022-06-28 02:08:24,-17.7333,-149.15,79.23,73,26,15.21
381,Caravelas,BR,2022-06-28 02:08:25,-17.7125,-39.2481,68.23,70,8,7.92
382,Mpulungu,ZM,2022-06-28 02:08:25,-8.7623,31.1141,63.23,68,0,13.11
383,Hede,CN,2022-06-28 02:08:25,33.7681,120.2517,86.72,69,100,12.24
384,Leningradskiy,RU,2022-06-28 02:03:55,69.3833,178.4167,45.43,63,12,11.61
385,Broome,US,2022-06-28 02:08:26,42.2506,-75.833,61.68,78,40,5.75
386,Nyuksenitsa,RU,2022-06-28 02:08:26,60.4128,44.2397,44.6,73,6,6.4
387,Severo-Yeniseyskiy,RU,2022-06-28 02:08:27,60.3725,93.0408,58.32,96,100,9.57
388,Chegdomyn,RU,2022-06-28 02:08:27,51.1167,133.0167,71.2,68,100,2.51
389,Rodrigues Alves,BR,2022-06-28 02:08:28,-7.738,-72.6509,72.64,70,4,1.59
390,Inuvik,CA,2022-06-28 02:08:28,68.3499,-133.7218,76.59,36,100,7.92
391,Isangel,VU,2022-06-28 02:08:28,-19.55,169.2667,80.19,67,9,9.04
392,Sarangani,PH,2022-06-28 02:08:29,5.4033,125.4636,82.62,75,99,4.97
393,Trelew,AR,2022-06-28 02:08:29,-43.249,-65.3051,46.71,60,100,13.18
394,Moerai,PF,2022-06-28 02:08:30,-22.4333,-151.3333,73.76,76,100,26.98
395,Yerbogachen,RU,2022-06-28 02:08:30,61.2767,108.0108,74.25,59,52,10.63
396,Thunder Bay,CA,2022-06-28 02:08:30,48.4001,-89.3168,54.39,84,68,4.99
397,Cabedelo,BR,2022-06-28 02:04:49,-6.9811,-34.8339,72.27,87,88,15.97
398,Sao Jose Dos Pinhais,BR,2022-06-28 02:08:31,-25.5347,-49.2064,54.84,89,75,3.44
399,Haines Junction,CA,2022-06-28 02:08:31,60.7522,-137.5108,76.23,33,100,5.66
400,Hyeres,FR,2022-06-28 02:08:32,43.1167,6.1167,76.73,75,0,6.91
401,Tabou,CI,2022-06-28 02:08:32,4.423,-7.3528,77.32,83,100,8.57
402,Paducah,US,2022-06-28 02:08:33,37.0834,-88.6001,72.19,70,0,4.61
403,Nantucket,US,2022-06-28 02:08:33,41.2835,-70.0995,71.65,90,100,11.5
404,Sola,VU,2022-06-28 02:08:34,-13.8833,167.55,80.6,80,60,18.84
405,Roald,NO,2022-06-28 02:08:34,62.5833,6.1333,59.16,94,100,4.61
406,Bowen,AU,2022-06-28 02:08:34,-20.0167,148.2333,68.04,57,52,17.58
407,Cairns,AU,2022-06-28 02:07:00,-16.9167,145.7667,75.07,79,100,16.11
408,Mattru,SL,2022-06-28 02:08:35,7.6244,-11.8332,73.54,98,71,1.16
409,Roma,US,2022-06-28 02:08:35,43.2128,-75.4557,64.54,66,100,5.75
410,Myitkyina,MM,2022-06-28 02:08:36,25.3833,97.4,74.23,99,100,1.21
411,Miragoane,HT,2022-06-28 02:08:36,18.4423,-73.0876,81.41,74,75,3.13
412,Sinegorye,RU,2022-06-28 02:08:36,62.0788,150.477,80.22,29,6,12.86
413,Senanga,ZM,2022-06-28 02:08:37,-16.1167,23.2667,48.33,79,1,5.14
414,Floresti,MD,2022-06-28 02:08:37,47.8933,28.3014,64.85,72,72,5.06
415,Baracoa,CU,2022-06-28 02:08:38,20.3467,-74.4958,78.1,85,100,2.59
416,Lawrence,US,2022-06-28 02:08:38,38.9717,-95.2353,75.94,54,0,4.61
417,Wagar,SD,2022-06-28 02:08:38,16.1525,36.2032,81.07,59,42,12.88
418,Kovdor,RU,2022-06-28 02:08:39,67.5662,30.4758,50.63,68,3,4.81
419,Juigalpa,NI,2022-06-28 02:08:43,12.1063,-85.3645,74.25,92,4,6.87
420,Am Timan,TD,2022-06-28 02:09:44,11.0297,20.2827,73.9,80,100,5.5
421,Simpang,ID,2022-06-28 02:09:44,-1.2667,104.0833,81.19,81,97,3.91
422,Ponta Do Sol,PT,2022-06-28 02:09:45,32.6667,-17.1,67.01,66,7,6.93
423,Alpinopolis,BR,2022-06-28 02:09:45,-20.8636,-46.3881,57.33,80,9,3.58
424,Iracoubo,GF,2022-06-28 02:09:45,5.4802,-53.2011,75.38,93,100,7.78
425,Gao,ML,2022-06-28 02:09:46,16.6362,1.637,92.73,31,76,9.86
426,Vodnyy,RU,2022-06-28 02:09:46,63.5046,53.4095,39.34,76,100,12.46
427,Nedjo,ET,2022-06-28 02:09:47,9.5046,35.5019,56.71,98,100,0.89
428,Rio Gallegos,AR,2022-06-28 02:06:09,-51.6226,-69.2181,41.05,70,0,18.41
429,Miyako,JP,2022-06-28 02:09:47,39.6367,141.9525,71.15,97,100,4.27
430,Tibati,CM,2022-06-28 02:09:48,6.4667,12.6333,64.6,98,100,0.83
431,Saltillo,MX,2022-06-28 02:04:58,25.4167,-101.0,74.28,45,40,17.27
432,Kudat,MY,2022-06-28 02:09:48,6.8837,116.8477,83.75,73,99,11.07
433,Konstanz,DE,2022-06-28 02:09:48,47.6603,9.1758,62.55,96,100,4.0
434,Jiaohe,CN,2022-06-28 02:09:49,43.7286,127.3447,67.21,98,100,1.95
435,Polyarnyy,RU,2022-06-28 02:09:49,69.1989,33.4478,50.0,72,0,8.77
436,Yining,CN,2022-06-28 02:09:50,29.0361,114.5636,76.12,99,100,2.59
437,Vangaindrano,MG,2022-06-28 02:09:50,-23.35,47.6,63.25,69,67,9.6
438,Oranjestad,AW,2022-06-28 02:09:51,12.524,-70.027,82.35,78,20,14.97
439,Klaksvik,FO,2022-06-28 02:09:51,62.2266,-6.589,50.92,92,97,16.73
440,Playa Del Carmen,MX,2022-06-28 02:07:55,20.6274,-87.0799,82.42,80,40,0.0
441,Soe,ID,2022-06-28 02:09:52,-9.8607,124.284,73.15,66,99,9.95
442,Vanimo,PG,2022-06-28 02:09:52,-2.6741,141.3028,83.53,66,100,6.53
443,Abis,PH,2022-06-28 02:09:53,9.7173,122.9438,79.81,81,100,4.09
444,Inhambane,MZ,2022-06-28 02:09:53,-23.865,35.3833,67.62,69,100,14.92
445,Khuzhir,RU,2022-06-28 02:09:53,53.1939,107.3397,51.96,85,12,9.06
446,Hamilton,US,2022-06-28 02:09:54,39.1834,-84.5333,70.43,58,2,6.17
447,San Cristobal,VE,2022-06-28 02:09:54,7.7669,-72.225,66.38,96,50,1.97
448,Mamu Kanjan,PK,2022-06-28 02:09:55,30.8333,72.8,99.97,27,7,6.76
449,Launceston,AU,2022-06-28 02:09:55,-41.45,147.1667,53.62,83,75,16.11
450,Tshikapa,CD,2022-06-28 02:09:55,-6.4167,20.8,65.89,42,9,3.04
451,Bilma,NE,2022-06-28 02:09:56,18.6853,12.9164,89.94,13,0,6.4
452,Torbay,CA,2022-06-28 02:05:36,47.6666,-52.7314,66.76,93,100,13.8
453,Manokwari,ID,2022-06-28 02:09:56,-0.8667,134.0833,79.03,81,100,7.02
454,Mazagao,BR,2022-06-28 02:09:57,-0.115,-51.2894,78.85,85,39,2.71
455,Redlands,US,2022-06-28 02:09:57,34.0556,-117.1825,97.3,23,0,9.22
456,Monte Alegre,BR,2022-06-28 02:09:58,-2.0078,-54.0692,77.72,80,99,1.28
457,Lumeje,AO,2022-06-28 02:09:58,-11.55,20.7833,52.7,55,3,7.78
458,Qingdao,CN,2022-06-28 02:09:58,36.0986,120.3719,73.76,98,100,6.96
459,Cumberland,US,2022-06-28 02:09:59,35.0502,-78.8664,77.18,88,75,3.44
460,Beshpagir,RU,2022-06-28 02:09:59,45.0217,42.3808,62.02,86,100,4.94
461,Demidov,RU,2022-06-28 02:10:00,55.2706,31.515,66.16,84,52,3.78
462,Margate,GB,2022-06-28 02:10:04,51.3813,1.3862,53.69,86,1,1.99
463,Tungor,RU,2022-06-28 02:10:05,53.3808,142.9564,56.26,76,5,13.04
464,Kozhanka,UA,2022-06-28 02:10:07,49.9793,29.7381,63.79,83,17,4.27
465,Clyde River,CA,2022-06-28 02:10:08,70.4692,-68.5914,34.03,93,100,10.36
466,Queenstown,ZA,2022-06-28 02:10:08,-31.8976,26.8753,42.4,54,0,3.67
467,Marang,MY,2022-06-28 02:11:09,5.2056,103.2059,83.8,71,11,2.08
468,Kanungu,UG,2022-06-28 02:11:09,-0.9575,29.7897,58.17,76,95,4.0
469,Takoradi,GH,2022-06-28 02:11:10,4.8845,-1.7554,75.79,92,100,6.42
470,Bhandara,IN,2022-06-28 02:11:10,21.1667,79.65,82.36,74,99,8.21
471,Sydney,AU,2022-06-28 02:08:11,-33.8679,151.2073,61.77,70,75,18.41
472,Markala,ML,2022-06-28 02:11:11,13.7021,-6.0659,89.11,44,83,11.07
473,Slantsy,RU,2022-06-28 02:11:11,59.1182,28.0914,69.84,71,98,4.29
474,Portree,GB,2022-06-28 02:11:11,57.4129,-6.1942,52.52,92,100,10.94
475,Omis,HR,2022-06-28 02:11:12,43.4447,16.6886,75.13,63,2,6.24
476,Zhezkazgan,KZ,2022-06-28 02:11:12,47.8043,67.7144,66.18,39,0,13.42
477,Amalapuram,IN,2022-06-28 02:11:13,16.5833,82.0167,80.19,81,100,6.46
478,Yoshida,JP,2022-06-28 02:11:13,37.6833,138.8833,89.85,68,96,3.8
479,Port Moresby,PG,2022-06-28 02:11:14,-9.4431,147.1797,83.43,69,96,4.03
480,Brewster,US,2022-06-28 02:11:14,41.3973,-73.6171,70.14,88,86,3.67
481,Manakara,MG,2022-06-28 02:11:15,-22.1333,48.0167,65.88,74,100,9.6
482,Slave Lake,CA,2022-06-28 02:11:15,55.2834,-114.769,59.23,65,43,3.02
483,Tamboril,DO,2022-06-28 02:11:16,19.4854,-70.611,77.77,89,75,5.75
484,Alofi,NU,2022-06-28 02:11:16,-19.0595,-169.9187,78.87,81,11,11.7
485,Zaozerne,UA,2022-06-28 02:11:17,45.1582,33.2787,67.59,81,98,18.59
486,Dillon,US,2022-06-28 02:11:18,34.4166,-79.3712,80.11,69,98,2.01
487,Dwarka,IN,2022-06-28 02:11:18,22.2394,68.9678,84.2,77,76,16.98
488,Rijkevorsel,BE,2022-06-28 02:11:19,51.3504,4.7624,55.9,94,37,1.01
489,Vostok,RU,2022-06-28 02:11:19,46.4856,135.8833,68.4,58,100,3.15
490,Ligayan,PH,2022-06-28 02:11:19,4.6533,119.4706,84.69,69,33,6.58
491,Fuyang,CN,2022-06-28 02:11:20,32.9,115.8167,86.95,64,20,12.24
492,Kamina,CD,2022-06-28 02:11:20,-8.7386,24.9906,58.73,55,0,9.33
493,Porlamar,VE,2022-06-28 02:11:21,10.958,-63.8491,77.79,88,100,12.64
494,Charters Towers,AU,2022-06-28 02:11:21,-20.1,146.2667,67.03,38,36,11.14
495,Barcelos,PT,2022-06-28 02:11:21,41.5388,-8.6151,58.84,89,0,3.85
496,Wenling,CN,2022-06-28 02:11:22,28.3669,121.36,81.59,85,100,13.02
497,Nizhnevartovsk,RU,2022-06-28 02:11:22,60.9344,76.5531,50.02,100,100,11.18
498,Yelizovo,RU,2022-06-28 02:11:23,53.1873,158.3805,66.34,59,20,15.66
499,Freeport,US,2022-06-28 02:11:23,40.6576,-73.5832,73.36,84,0,8.05
500,Barbosa Ferraz,BR,2022-06-28 02:11:23,-24.03,-52.0117,57.33,94,99,3.15
501,Znin,PL,2022-06-28 02:11:24,52.8496,17.7199,75.04,84,98,6.8
502,Barkot,IN,2022-06-28 02:11:24,30.8167,78.2,76.93,82,44,2.62
503,Kinna,SE,2022-06-28 02:11:25,57.5073,12.6946,63.03,99,100,2.93
504,Hami,CN,2022-06-28 02:11:25,42.8,93.45,94.8,12,96,4.16
505,Iralaya,HN,2022-06-28 02:11:26,15.0,-83.2333,78.73,81,4,7.05
506,General Pico,AR,2022-06-28 02:11:26,-35.6566,-63.7568,50.18,60,100,4.92
507,Halifax,CA,2022-06-28 02:11:26,44.6453,-63.5724,66.09,96,100,11.99
508,Znamenskoye,RU,2022-06-28 02:11:27,57.1281,73.8282,52.61,77,79,8.34
509,Uray,RU,2022-06-28 02:11:27,60.1247,64.7758,45.93,76,100,8.66
510,Guanare,VE,2022-06-28 02:11:28,9.0418,-69.7421,72.0,95,92,1.39
511,Araci,BR,2022-06-28 02:11:28,-11.3333,-38.9667,65.37,94,22,8.12
512,Half Moon Bay,US,2022-06-28 02:11:29,37.4636,-122.4286,83.88,76,100,25.32
513,Barranco,PA,2022-06-28 02:11:29,9.5167,-82.7,73.04,92,100,3.53
514,Tessalit,ML,2022-06-28 02:12:30,20.1986,1.0114,92.62,23,43,4.65
515,Port Lincoln,AU,2022-06-28 02:12:30,-34.7333,135.8667,57.97,56,1,16.33
516,Kinablangan,PH,2022-06-28 02:12:30,7.6947,126.5503,83.48,73,99,2.26
517,Provideniya,RU,2022-06-28 02:12:18,64.3833,-173.3,42.91,100,100,8.95
518,Tynda,RU,2022-06-28 02:12:31,55.1667,124.7167,78.58,46,33,2.1
519,Geretsried,DE,2022-06-28 02:12:31,47.8578,11.4805,61.65,78,100,1.43
520,Nyurba,RU,2022-06-28 02:12:32,63.2842,118.3319,58.06,49,100,3.18
521,Inyonga,TZ,2022-06-28 02:12:32,-6.7167,32.0667,54.05,73,89,5.32
522,Rosarito,MX,2022-06-28 02:12:33,32.3333,-117.0333,87.24,62,15,7.25
523,Jining,CN,2022-06-28 02:12:33,35.405,116.5814,85.91,63,5,7.18
524,Thio,NC,2022-06-28 02:12:34,-21.6167,166.2167,80.56,78,100,2.35
525,Alamogordo,US,2022-06-28 02:12:34,32.8995,-105.9603,81.41,54,75,18.41
526,Skibbereen,IE,2022-06-28 02:12:34,51.55,-9.2667,56.1,97,100,24.79
527,Novyy Urgal,RU,2022-06-28 02:12:35,51.0736,132.5642,70.47,75,100,3.53
528,Lekoni,GA,2022-06-28 02:12:35,-1.5843,14.2591,72.01,87,14,5.84
529,Floro,NO,2022-06-28 02:12:36,61.5996,5.0328,57.24,94,100,10.36
530,Temirtau,KZ,2022-06-28 02:12:36,50.0544,72.9483,59.09,52,0,3.89
531,Namibe,AO,2022-06-28 02:12:36,-15.1961,12.1522,65.66,67,0,4.9
532,Kristiinankaupunki,FI,2022-06-28 02:12:37,62.2743,21.376,63.14,79,0,5.77
533,Isagarh,IN,2022-06-28 02:12:37,24.8333,77.8833,85.59,65,88,11.72
534,Kunzell,DE,2022-06-28 02:12:38,50.5442,9.7179,56.53,82,18,0.76
535,Vilcun,CL,2022-06-28 02:10:36,-38.65,-72.2333,47.14,95,99,6.82
536,Mount Gambier,AU,2022-06-28 02:08:39,-37.8333,140.7667,52.23,57,99,10.22
537,Stepnogorsk,KZ,2022-06-28 02:12:38,52.3544,71.8869,55.76,57,100,8.66
538,Abbeyfeale,IE,2022-06-28 02:12:39,52.3814,-9.3025,56.59,95,100,11.36
539,Nagato,JP,2022-06-28 02:12:39,34.3833,131.2,84.49,64,61,14.16
540,Ayna,PE,2022-06-28 02:12:39,-12.65,-73.9167,57.33,73,1,3.33
541,Anuradhapura,LK,2022-06-28 02:12:40,8.3565,80.4173,80.67,74,100,13.02
542,Angoche,MZ,2022-06-28 02:12:40,-16.2325,39.9086,71.69,72,2,10.38
543,Ati,TD,2022-06-28 02:12:41,13.2154,18.3353,82.08,55,96,16.62
544,Lavrentiya,RU,2022-06-28 02:12:41,65.5833,-171.0,45.23,90,100,12.57
545,Bacungan,PH,2022-06-28 02:12:41,9.9106,118.7022,81.03,81,99,5.53
546,Kamenka,RU,2022-06-28 02:12:42,51.3223,42.7678,63.39,90,18,6.76
547,Emerald,AU,2022-06-28 02:12:42,-23.5333,148.1667,63.34,44,34,13.69
548,Biala Podlaska,PL,2022-06-28 02:12:43,52.0324,23.1165,65.61,83,100,6.53
549,Japura,ID,2022-06-28 02:12:43,-0.3167,102.35,82.4,77,82,2.66
550,Chunoyar,RU,2022-06-28 02:12:43,57.4467,97.3217,72.5,75,92,9.22
551,Inirida,CO,2022-06-28 02:12:44,3.8653,-67.9239,72.61,97,100,1.95
552,Anadyr,RU,2022-06-28 02:12:44,64.75,177.4833,55.9,76,0,8.95
553,Richards Bay,ZA,2022-06-28 02:12:45,-28.783,32.0377,58.35,81,14,4.12
554,Ust-Ishim,RU,2022-06-28 02:12:45,57.6935,71.1665,48.13,92,100,3.36
555,Nanhai,CN,2022-06-28 02:12:45,30.1282,111.7784,86.77,73,1,3.91
556,Baker City,US,2022-06-28 02:12:46,44.7749,-117.8344,89.31,37,0,5.75
557,Norrkoping,SE,2022-06-28 02:12:46,58.5942,16.1826,68.43,88,94,5.75
558,Fuxin,CN,2022-06-28 02:12:46,42.0156,121.6589,68.25,86,100,15.01
559,Namatanai,PG,2022-06-28 02:12:47,-3.6667,152.4333,85.26,62,91,5.82
560,Vaitape,PF,2022-06-28 02:13:47,-16.5167,-151.75,80.2,69,0,18.72
561,Ahipara,NZ,2022-06-28 02:13:48,-35.1667,173.1667,60.28,79,100,9.24
562,Shellbrook,CA,2022-06-28 02:13:48,53.2168,-106.4011,57.36,72,100,4.79
563,Kaeo,NZ,2022-06-28 02:13:49,-35.1,173.7833,59.32,93,100,7.11
564,Russell,US,2022-06-28 02:13:49,32.3502,-85.1999,79.88,78,75,5.75
565,Ayagoz,KZ,2022-06-28 02:13:49,47.9714,80.4392,65.01,45,5,12.15
566,Jabinyanah,TN,2022-06-28 02:13:50,35.035,10.9081,79.59,71,2,3.8
567,Bowmore,US,2022-06-28 02:13:50,34.9421,-79.3031,77.9,92,75,0.0
568,Burgdorf,DE,2022-06-28 02:13:51,52.4463,10.0064,62.94,90,75,10.36
569,Xiashi,CN,2022-06-28 02:13:51,30.5363,120.6864,89.62,67,100,12.73
570,Qasigiannguit,GL,2022-06-28 02:13:51,68.8193,-51.1922,44.85,81,65,1.01
571,Bhum,IN,2022-06-28 02:13:52,18.4667,75.6667,71.85,93,100,9.62
